-927764.508809 	-573390.0 
-922610.261538 	-573390.0 
-917456.014267 	-573390.0 
-912301.766996 	-573390.0 
-907147.519725 	-573390.0 
-901993.272453 	-573390.0 
-896839.025182 	-573390.0 
-891684.777911 	-573390.0 
-886530.53064 	-573390.0 
-881376.283369 	-573390.0 
-876222.036098 	-573390.0 
-871067.788827 	-573390.0 
-865913.541555 	-573390.0 
-860759.294284 	-573390.0 
-855605.047013 	-573390.0 
-850450.799742 	-573390.0 
-845296.552471 	-573390.0 
-840142.3052 	-573390.0 
-834988.057928 	-573390.0 
-829833.810657 	-573390.0 
-824679.563386 	-573390.0 
-819525.316115 	-573390.0 
-814371.068844 	-573390.0 
-809216.821573 	-573390.0 
-804062.574301 	-573390.0 
-798908.32703 	-573390.0 
-793754.079759 	-573390.0 
-788599.832488 	-573390.0 
-783445.585217 	-573390.0 
-778291.337946 	-573390.0 
-773137.090674 	-573390.0 
-767982.843403 	-573390.0 
-762828.596132 	-573390.0 
-757674.348861 	-573390.0 
-752520.10159 	-573390.0 
-747365.854319 	-573390.0 
-742211.607047 	-573390.0 
-737057.359776 	-573390.0 
-731903.112505 	-573390.0 
-726748.865234 	-573390.0 
-721594.617963 	-573390.0 
-716440.370692 	-573390.0 
-711286.12342 	-573390.0 
-706131.876149 	-573390.0 
-700977.628878 	-573390.0 
-695823.381607 	-573390.0 
-690669.134336 	-573390.0 
-685514.887065 	-573390.0 
-680360.639793 	-573390.0 
-675206.392522 	-573390.0 
-670052.145251 	-573390.0 
-664897.89798 	-573390.0 
-659743.650709 	-573390.0 
-654589.403438 	-573390.0 
-649435.156167 	-573390.0 
-644280.908895 	-573390.0 
-639126.661624 	-573390.0 
-633972.414353 	-573390.0 
-628818.167082 	-573390.0 
-623663.919811 	-573390.0 
-618509.67254 	-573390.0 
-613355.425268 	-573390.0 
-608201.177997 	-573390.0 
-603046.930726 	-573390.0 
-597892.683455 	-573390.0 
-592738.436184 	-573390.0 
-587584.188913 	-573390.0 
-582429.941641 	-573390.0 
-577275.69437 	-573390.0 
-572121.447099 	-573390.0 
-566967.199828 	-573390.0 
-561812.952557 	-573390.0 
-556658.705286 	-573390.0 
-551504.458014 	-573390.0 
-546350.210743 	-573390.0 
-541195.963472 	-573390.0 
-536041.716201 	-573390.0 
-530887.46893 	-573390.0 
-525733.221659 	-573390.0 
-520578.974387 	-573390.0 
-515424.727116 	-573390.0 
-510270.479845 	-573390.0 
-505116.232574 	-573390.0 
-499961.985303 	-573390.0 
-494807.738032 	-573390.0 
-489653.49076 	-573390.0 
-484499.243489 	-573390.0 
-479344.996218 	-573390.0 
-474190.748947 	-573390.0 
-469036.501676 	-573390.0 
-463882.254405 	-573390.0 
-458728.007133 	-573390.0 
-453573.759862 	-573390.0 
-448419.512591 	-573390.0 
-443265.26532 	-573390.0 
-438111.018049 	-573390.0 
-432956.770778 	-573390.0 
-427802.523507 	-573390.0 
-422648.276235 	-573390.0 
-417494.028964 	-573390.0 
-412339.781693 	-573390.0 
-407185.534422 	-573390.0 
-402031.287151 	-573390.0 
-396877.03988 	-573390.0 
-391722.792608 	-573390.0 
-386568.545337 	-573390.0 
-381414.298066 	-573390.0 
-376260.050795 	-573390.0 
-371105.803524 	-573390.0 
-365951.556253 	-573390.0 
-360797.308981 	-573390.0 
-355643.06171 	-573390.0 
-350488.814439 	-573390.0 
-345334.567168 	-573390.0 
-340180.319897 	-573390.0 
-335026.072626 	-573390.0 
-329871.825354 	-573390.0 
-324717.578083 	-573390.0 
-319563.330812 	-573390.0 
-314409.083541 	-573390.0 
-309254.83627 	-573390.0 
-304100.588999 	-573390.0 
-298946.341727 	-573390.0 
-293792.094456 	-573390.0 
-288637.847185 	-573390.0 
-283483.599914 	-573390.0 
-278329.352643 	-573390.0 
-273175.105372 	-573390.0 
-268020.8581 	-573390.0 
-262866.610829 	-573390.0 
-257712.363558 	-573390.0 
-252558.116287 	-573390.0 
-247403.869016 	-573390.0 
-242249.621745 	-573390.0 
-237095.374473 	-573390.0 
-231941.127202 	-573390.0 
-226786.879931 	-573390.0 
-221632.63266 	-573390.0 
-216478.385389 	-573390.0 
-211324.138118 	-573390.0 
-206169.890847 	-573390.0 
-201015.643575 	-573390.0 
-195861.396304 	-573390.0 
-190707.149033 	-573390.0 
-185552.901762 	-573390.0 
-180398.654491 	-573390.0 
-175244.40722 	-573390.0 
-170090.159948 	-573390.0 
-164935.912677 	-573390.0 
-159781.665406 	-573390.0 
-154627.418135 	-573390.0 
-149473.170864 	-573390.0 
-144318.923593 	-573390.0 
-139164.676321 	-573390.0 
-134010.42905 	-573390.0 
-128856.181779 	-573390.0 
-123701.934508 	-573390.0 
-118547.687237 	-573390.0 
-113393.439966 	-573390.0 
-108239.192694 	-573390.0 
-103084.945423 	-573390.0 
-97930.6981521 	-573390.0 
-92776.4508809 	-573390.0 
-87622.2036098 	-573390.0 
-82467.9563386 	-573390.0 
-77313.7090674 	-573390.0 
-72159.4617963 	-573390.0 
-67005.2145251 	-573390.0 
-61850.967254 	-573390.0 
-56696.7199828 	-573390.0 
-51542.4727116 	-573390.0 
-46388.2254405 	-573390.0 
-41233.9781693 	-573390.0 
-36079.7308981 	-573390.0 
-30925.483627 	-573390.0 
-25771.2363558 	-573390.0 
-20616.9890847 	-573390.0 
-15462.7418135 	-573390.0 
-10308.4945423 	-573390.0 
-5154.24727116 	-573390.0 
0.0 	-573390.0 
5154.24727116 	-573390.0 
10308.4945423 	-573390.0 
15462.7418135 	-573390.0 
20616.9890847 	-573390.0 
25771.2363558 	-573390.0 
30925.483627 	-573390.0 
36079.7308981 	-573390.0 
41233.9781693 	-573390.0 
46388.2254405 	-573390.0 
51542.4727116 	-573390.0 
56696.7199828 	-573390.0 
61850.967254 	-573390.0 
67005.2145251 	-573390.0 
72159.4617963 	-573390.0 
77313.7090674 	-573390.0 
82467.9563386 	-573390.0 
87622.2036098 	-573390.0 
92776.4508809 	-573390.0 
97930.6981521 	-573390.0 
103084.945423 	-573390.0 
108239.192694 	-573390.0 
113393.439966 	-573390.0 
118547.687237 	-573390.0 
123701.934508 	-573390.0 
128856.181779 	-573390.0 
134010.42905 	-573390.0 
139164.676321 	-573390.0 
144318.923593 	-573390.0 
149473.170864 	-573390.0 
154627.418135 	-573390.0 
159781.665406 	-573390.0 
164935.912677 	-573390.0 
170090.159948 	-573390.0 
175244.40722 	-573390.0 
180398.654491 	-573390.0 
185552.901762 	-573390.0 
190707.149033 	-573390.0 
195861.396304 	-573390.0 
201015.643575 	-573390.0 
206169.890847 	-573390.0 
211324.138118 	-573390.0 
216478.385389 	-573390.0 
